ï»¿"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary"
"","41420728","OMOP2618690","100 ML Ceftazidime 20 MG/ML Injectable Solution [CEFTAZIDIME SANDOZ] Box of 1 by Novartis","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","41361482","OMOP2559444","10 ML Ceftazidime 100 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41368955","OMOP2566917","10 ML Ceftazidime 100 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41371237","OMOP2569199","10 ML Ceftazidime 100 MG/ML Injectable Solution Box of 25","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41361481","OMOP2559443","10 ML Ceftazidime 100 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41365920","OMOP2563882","10 ML Ceftazidime 100 MG/ML Injectable Solution Box of 50","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41368542","OMOP2566504","10 ML Ceftazidime 100 MG/ML Injectable Solution [CEFTAZIDIME KABI]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41361824","OMOP2559786","10 ML Ceftazidime 100 MG/ML Injectable Solution [CEFTAZIDIME KABI] Box of 10","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41371026","OMOP2568988","10 ML Ceftazidime 100 MG/ML Injectable Solution [CEFTAZIDIME KABI] Box of 10 by Fresenius","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","41366279","OMOP2564241","10 ML Ceftazidime 100 MG/ML Injectable Solution [Fortum]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41372371","OMOP2570333","10 ML Ceftazidime 100 MG/ML Injectable Solution [Fortum] Box of 25","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41367786","OMOP2565748","10 ML Ceftazidime 100 MG/ML Injectable Solution [Fortum] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41373126","OMOP2571088","10 ML Ceftazidime 100 MG/ML Injectable Solution [Fortum] Box of 50","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41364453","OMOP2562415","10 ML Ceftazidime 200 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41368954","OMOP2566916","10 ML Ceftazidime 200 MG/ML Injectable Solution Box of 25","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41363713","OMOP2561675","10 ML Ceftazidime 200 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41364452","OMOP2562414","10 ML Ceftazidime 200 MG/ML Injectable Solution Box of 50","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41362612","OMOP2560574","10 ML Ceftazidime 200 MG/ML Injectable Solution [Fortum]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41365533","OMOP2563495","10 ML Ceftazidime 200 MG/ML Injectable Solution [Fortum] Box of 25","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41367785","OMOP2565747","10 ML Ceftazidime 200 MG/ML Injectable Solution [Fortum] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41373125","OMOP2571087","10 ML Ceftazidime 200 MG/ML Injectable Solution [Fortum] Box of 50","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41361247","OMOP2559209","10 ML Ceftazidime 50 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41370515","OMOP2568477","10 ML Ceftazidime 50 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41367058","OMOP2565020","10 ML Ceftazidime 50 MG/ML Injectable Solution [CEFTAZIDIME KABI]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41368543","OMOP2566505","10 ML Ceftazidime 50 MG/ML Injectable Solution [CEFTAZIDIME KABI] Box of 10","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41367965","OMOP2565927","10 ML Ceftazidime 50 MG/ML Injectable Solution [CEFTAZIDIME KABI] Box of 10 by Fresenius","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43176778","OMOP508943","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","43143621","OMOP508944","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe Box of 1","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43154765","OMOP508945","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43198737","OMOP508946","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43143622","OMOP508947","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 1","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43198738","OMOP508948","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 1 by Arrow","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43165761","OMOP508949","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43154766","OMOP508950","1270 MG Ceftazidime 0.785 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 5 by Arrow","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","35416539","OMOP1150124","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","35416545","OMOP1150130","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe Box of 1","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","35416542","OMOP1150127","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","35416543","OMOP1150128","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","35416541","OMOP1150126","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 1","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","35416540","OMOP1150125","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 1 by Arrow","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","35416546","OMOP1150131","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","35416544","OMOP1150129","1280 MG Ceftazidime 0.781 MG/MG Prefilled Syringe [CEFTAZIDIME ARROW] Box of 5 by Arrow","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","36897260","OMOP1001240","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","43669955","OMOP742249","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution Box of 10","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43849808","OMOP742250","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution Box of 25","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","36897259","OMOP1000017","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43741776","OMOP742261","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution Box of 50","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43831725","OMOP742276","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43669957","OMOP742283","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth] Box of 10","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43777684","OMOP742284","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth] Box of 10 by Dr. Friedrich Eberth","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43741778","OMOP742281","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43597709","OMOP742282","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth] Box of 5 by Dr. Friedrich Eberth","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43777683","OMOP742280","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Dr. Eberth] by Dr. Friedrich Eberth","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43795586","OMOP742262","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43831721","OMOP742266","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 10","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43651959","OMOP742267","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 10 by Hexal","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43759591","OMOP742268","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 25","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43723640","OMOP742269","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 25 by Hexal","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43651958","OMOP742264","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43831722","OMOP742271","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 50","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43831723","OMOP742272","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 50 by Hexal","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43669956","OMOP742265","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] Box of 5 by Hexal","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43615692","OMOP742263","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hexal] by Hexal","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43814292","OMOP877687","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hikma]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43814293","OMOP877688","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hikma] by Hikma","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43849809","OMOP742251","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43597708","OMOP742256","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 10","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43777681","OMOP742257","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 10 by Hospira","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43723639","OMOP742258","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 25","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43813701","OMOP742259","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 25 by Hospira","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43687822","OMOP742253","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43651957","OMOP742254","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] Box of 5 by Hospira","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43615691","OMOP742252","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Hospira] by Hospira","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43724264","OMOP877689","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Mip]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43688442","OMOP877690","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Ceftazidim Mip] by MIP","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43741779","OMOP742285","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Fortum]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43813702","OMOP742286","1280 MG Ceftazidime 0.906 MG/MG Injectable Solution [Fortum] by Ratiopharm","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43831726","OMOP742277","1280 MG Ceftazidime 0.908 MG/MG Injectable Solution","Quant Clinical Drug","Non-Standard","0","0","Drug","RxNorm Extension"
"","36897258","OMOP994523","1280 MG Ceftazidime 0.908 MG/MG Injectable Solution Box of 10","Quant Clinical Box","Non-Standard","0","0","Drug","RxNorm Extension"
"","43741777","OMOP742278","1280 MG Ceftazidime 0.908 MG/MG Injectable Solution Box of 5","Quant Clinical Box","Non-Standard","0","0","Drug","RxNorm Extension"
"","43598337","OMOP877686","1280 MG Ceftazidime 0.909 MG/MG Injectable Solution","Quant Clinical Drug","Non-Standard","0","0","Drug","RxNorm Extension"
"","43652531","OMOP877691","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","43615693","OMOP742289","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","43742405","OMOP877692","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [CEFTAZIDIME KABI]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43670595","OMOP877693","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [CEFTAZIDIME KABI] by Fresenius","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43687823","OMOP742290","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [Fortum]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","43615695","OMOP742292","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [Fortum] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","43597710","OMOP742293","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [Fortum] Box of 5 by Ratiopharm","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43615694","OMOP742291","1290 MG Ceftazidime 0.907 MG/MG Injectable Solution [Fortum] by Ratiopharm","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","43669958","OMOP742288","1.29 MG Ceftazidime 0.906 MG/MG Injectable Solution","Quant Clinical Drug","Non-Standard","0","0","Drug","RxNorm Extension"
"","41374127","OMOP2572089","15 ML Ceftazidime 30 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41375520","OMOP2573482","15 ML Ceftazidime 30 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41375447","OMOP2573409","15 ML Ceftazidime 30 MG/ML Injectable Solution [CEFTAZIDIME SANDOZ]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41373602","OMOP2571564","15 ML Ceftazidime 30 MG/ML Injectable Solution [CEFTAZIDIME SANDOZ] Box of 1","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41374564","OMOP2572526","15 ML Ceftazidime 30 MG/ML Injectable Solution [CEFTAZIDIME SANDOZ] Box of 1 by Novartis","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","21028313","OMOP295314","1 ML Ceftazidime 50 MG/ML Ophthalmic Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
