ï»¿"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary"
"","3037081","30239-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P","Lab Test","Standard","0","0","Measurement","LOINC"
"","3024746","14411-3","Aspartate aminotransferase [Enzymatic activity/volume] in Synovial fluid","Lab Test","Standard","0","0","Measurement","LOINC"
"","3012169","14413-9","Aspartate aminotransferase [Enzymatic activity/volume] in Urine","Lab Test","Standard","0","0","Measurement","LOINC"
"","3042781","44786-2","Aspartate aminotransferase [Enzymatic activity/volume] (Maximum value during study) in Serum or Plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","40790001","LP43341-4","Aspartate Aminotransferase | Gastric fluid","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","37394375","1031101000000102","Aspartate aminotransferase level","Observable Entity","Standard","0","0","Observation","SNOMED"
"","40757631","54500-4","Aspartate aminotransferase.macromolecular/Aspartate aminotransferase.total in Serum or Plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","40778019","LP62240-4","Aspartate aminotransferase.macromolecular | Bld-Ser-Plas","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","3052577","48136-6","Aspartate aminotransferase.macromolecular [Enzymatic activity/volume] in Serum or Plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","4315304","N0000168384","Aspartate Aminotransferase, Mitochondrial","Chemical Structure","Classification","0","0","Drug","NDFRT"
"","40786768","LP43339-8","Aspartate Aminotransferase | Peritoneal fluid","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","40790000","LP43338-0","Aspartate Aminotransferase | Pleural fluid","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","3046412","43822-6","Aspartate aminotransferase [Presence] in Body fluid","Lab Test","Standard","0","0","Measurement","LOINC"
"","3010587","27344-1","Aspartate aminotransferase [Presence] in Serum or Plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","40776927","LP44728-1","Aspartate Aminotransferase | Red Blood Cells","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","4255798","N0000168382","Aspartate Aminotransferases","Chemical Structure","Classification","0","0","Drug","NDFRT"
"","3013721","1920-8","Aspartate aminotransferase serum/plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","40796581","LP43340-6","Aspartate Aminotransferase | Synovial fluid","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","40790002","LP43342-2","Aspartate Aminotransferase | Urine","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","4051506","124284001","Deficiency of aspartate aminotransferase","Clinical Finding","Standard","0","0","Condition","SNOMED"
"","3010307","2325-9","Gamma glutamyl transferase/Aspartate aminotransferase [Enzymatic activity ratio] in Serum or Plasma","Lab Test","Standard","0","0","Measurement","LOINC"
"","46271855","710117006","Macromolecular aspartate aminotransferase","Substance","Standard","0","0","Observation","SNOMED"
"","37392189","1000881000000102","Serum aspartate aminotransferase level","Observable Entity","Standard","0","0","Observation","SNOMED"
