ï»¿"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary"
"","41422710","OMOP2620672","100 ML Aztreonam 20 MG/ML Injectable Solution Box of 500","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41421816","OMOP2619778","100 ML Aztreonam 20 MG/ML Injectable Suspension","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41424816","OMOP2622778","100 ML Aztreonam 20 MG/ML Injectable Suspension [Dynabiotic]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41364476","OMOP2562438","10 ML Aztreonam 100 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41369391","OMOP2567353","10 ML Aztreonam 100 MG/ML Injectable Solution [Azactam]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41365567","OMOP2563529","10 ML Aztreonam 100 MG/ML Injectable Solution [Azactam] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41364110","OMOP2562072","10 ML Aztreonam 100 MG/ML Injectable Solution [Azactam] Box of 500","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41363028","OMOP2560990","10 ML Aztreonam 100 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41368994","OMOP2566956","10 ML Aztreonam 100 MG/ML Injectable Solution Box of 500","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41366319","OMOP2564281","10 ML Aztreonam 100 MG/ML Injectable Solution [Dynabiotic]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41369773","OMOP2567735","10 ML Aztreonam 200 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41373157","OMOP2571119","10 ML Aztreonam 200 MG/ML Injectable Solution [Azactam]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41367092","OMOP2565054","10 ML Aztreonam 200 MG/ML Injectable Solution [Azactam] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41370123","OMOP2568085","10 ML Aztreonam 200 MG/ML Injectable Solution [Azactam] Box of 500","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41368995","OMOP2566957","10 ML Aztreonam 200 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41362280","OMOP2560242","10 ML Aztreonam 200 MG/ML Injectable Solution Box of 500","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41364823","OMOP2562785","10 ML Aztreonam 200 MG/ML Injectable Solution [Dynabiotic]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41371267","OMOP2569229","10 ML Aztreonam 50 MG/ML Injectable Solution","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41368586","OMOP2566548","10 ML Aztreonam 50 MG/ML Injectable Solution [Azactam]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41364822","OMOP2562784","10 ML Aztreonam 50 MG/ML Injectable Solution [Azactam] Box of 5","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41364109","OMOP2562071","10 ML Aztreonam 50 MG/ML Injectable Solution [Azactam] Box of 500","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","41365206","OMOP2563168","10 ML Aztreonam 50 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41371266","OMOP2569228","10 ML Aztreonam 50 MG/ML Injectable Solution Box of 500","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","41362638","OMOP2560600","10 ML Aztreonam 50 MG/ML Injectable Solution [Dynabiotic]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","36277673","OMOP3128548","1 ML Aztreonam 75 MG/ML Inhalant Powder","Quant Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","36277730","OMOP3128605","1 ML Aztreonam 75 MG/ML Inhalant Powder Box of 84","Quant Clinical Box","Standard","0","0","Drug","RxNorm Extension"
"","36277804","OMOP3128679","1 ML Aztreonam 75 MG/ML Inhalant Powder [Cayston]","Quant Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","36277858","OMOP3128733","1 ML Aztreonam 75 MG/ML Inhalant Powder [Cayston] Box of 84","Quant Branded Box","Standard","0","0","Drug","RxNorm Extension"
"","36277762","OMOP3128637","1 ML Aztreonam 75 MG/ML Inhalant Powder [Cayston] Box of 84 by Gilead","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","40175509","968700","1 ML Aztreonam 75 MG/ML Inhalant Solution","Clinical Drug","Non-Standard","0","0","Drug","RxNorm"
"","40175510","968702","1 ML Aztreonam 75 MG/ML Inhalant Solution [Cayston]","Branded Drug","Non-Standard","0","0","Drug","RxNorm"
"","40175963","968703","{84 (1 ML Aztreonam 75 MG/ML Inhalant Solution [Cayston]) } Pack [Cayston 28 Day]","Branded Pack","Non-Standard","0","0","Drug","RxNorm"
"","40175964","968701","{84 (1 ML Aztreonam 75 MG/ML Inhalant Solution) } Pack","Clinical Pack","Non-Standard","0","0","Drug","RxNorm"
"","43077116","1917","aztreonam","Ingredient","Non-Standard","0","0","Drug","Multilex"
"","44152733","DPD133347","Aztreonam","Ingredient","Non-Standard","0","0","Drug","DPD"
"","45958446","4350011000001103","Aztreonam","Substance","Non-Standard","0","0","Observation","SNOMED"
"","4305894","387386004","Aztreonam","Substance","Non-Standard","0","0","Drug","SNOMED"
"","4321414","69918003","Aztreonam","Pharma/Biol Product","Non-Standard","0","0","Drug","SNOMED"
"","40785913","LP16041-3","Aztreonam","LOINC Hierarchy","Classification","0","0","Measurement","LOINC"
"","43228341","79481","Aztreonam","Ingredient","Non-Standard","0","0","Drug","BDPM"
"","45635687","e2b0e39d-e124-4304-a0e3-7588339e8f31","Aztreonam","SPL","Non-Standard","0","0","Drug","SPL"
"","44520087","OMOP100187","AZTREONAM","Ingredient","Non-Standard","0","0","Drug","DPD"
"","4288176","N0000146126","AZTREONAM","Pharma Preparation","Non-Standard","0","0","Drug","NDFRT"
"","40923422","OMOP2121384","Aztreonam 1000 MG [Dynabiotic]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41274659","OMOP2472621","Aztreonam 1000 MG Injectable Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41255369","OMOP2453331","Aztreonam 1000 MG Injectable Solution [Azactam]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","35754450","OMOP2755911","Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","35743226","OMOP2744687","Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","41317707","OMOP2515669","Aztreonam 1000 MG Injectable Solution [Azactam] Box of 5","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41255368","OMOP2453330","Aztreonam 1000 MG Injectable Solution [Azactam] Box of 500","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41293515","OMOP2491477","Aztreonam 1000 MG Injectable Solution [Azactam] Box of 5 by Emra-Med","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","35743227","OMOP2744688","Aztreonam 1000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","35749823","OMOP2751284","Aztreonam 1000 MG Injectable Solution Box of 1","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40869147","OMOP2067109","Aztreonam 1000 MG Injectable Solution Box of 5","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40962621","OMOP2160583","Aztreonam 1000 MG Injectable Solution Box of 500","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41005621","OMOP2203583","Aztreonam 1000 MG Injectable Solution [Dynabiotic]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","45310695","55390017710","Aztreonam 1000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45159318","63323040120","Aztreonam 1000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","46255631","63323040126","Aztreonam 1000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45869969","63323040124","Aztreonam 1000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45332429","00003256016","Aztreonam 1000 MG Injection [Azactam]","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45230182","00003223011","Aztreonam 1000 MG Injection [Azactam]","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45190656","55154105405","Aztreonam 1000 MG Injection [Azactam]","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","21034782","OMOP398535","Aztreonam 1000 MG Injection [Azactam] Box of 1","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","21083920","OMOP398536","Aztreonam 1000 MG Injection [Azactam] Box of 1 by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","21083919","OMOP398534","Aztreonam 1000 MG Injection [Azactam] by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","21132854","OMOP398533","Aztreonam 1000 MG Injection Box of 1","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","36892879","OMOP997567","Aztreonam 1000 MG Prefilled Syringe","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","36886126","OMOP999257","Aztreonam 1000 MG Prefilled Syringe [Azactam]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","36892008","OMOP992006","Aztreonam 1000 MG Prefilled Syringe [Azactam] Box of 1","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","43151291","OMOP496192","Aztreonam 1000 MG Prefilled Syringe [Azactam] Box of 1 by Sanofi","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","36885991","OMOP1004809","Aztreonam 1000 MG Prefilled Syringe Box of 1","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41233485","OMOP2431447","Aztreonam 100 MG/ML","Clinical Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41266816","OMOP2464778","Aztreonam 100 MG/ML [Azactam]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41235901","OMOP2433863","Aztreonam 100 MG/ML [Dynabiotic]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41024877","OMOP2222839","Aztreonam 100 MG/ML Injectable Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41255367","OMOP2453329","Aztreonam 100 MG/ML Injectable Solution [Azactam]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","40849764","OMOP2047726","Aztreonam 100 MG/ML Injectable Solution [Azactam] Box of 5","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41005622","OMOP2203584","Aztreonam 100 MG/ML Injectable Solution [Azactam] Box of 500","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40900219","OMOP2098181","Aztreonam 100 MG/ML Injectable Solution Box of 5","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40900218","OMOP2098180","Aztreonam 100 MG/ML Injectable Solution Box of 500","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41317705","OMOP2515667","Aztreonam 100 MG/ML Injectable Solution [Dynabiotic]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41171025","OMOP2368987","Aztreonam 120 MG","Clinical Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41079576","OMOP2277538","Aztreonam 120 MG [Cayston]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41118896","OMOP2316858","Aztreonam 120 MG Inhalant Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41118895","OMOP2316857","Aztreonam 120 MG Inhalant Solution Box of 84","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41317706","OMOP2515668","Aztreonam 120 MG Inhalant Solution [Cayston]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","40849765","OMOP2047727","Aztreonam 120 MG Inhalant Solution [Cayston] Box of 84","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40950234","OMOP2148196","Aztreonam 120 MG Inhalant Solution [Cayston] Box of 84 by Gilead","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","41233484","OMOP2431446","Aztreonam 122 MG","Clinical Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41235900","OMOP2433862","Aztreonam 122 MG [Cayston]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","40869145","OMOP2067107","Aztreonam 122 MG Inhalant Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","41150400","OMOP2348362","Aztreonam 122 MG Inhalant Solution Box of 84","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41286376","OMOP2484338","Aztreonam 122 MG Inhalant Solution [Cayston]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41099400","OMOP2297362","Aztreonam 122 MG Inhalant Solution [Cayston] Box of 84","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","44397626","a61e1b87-53c7-40d6-b30c-7b00f851e17c","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [azactam]","Prescription Drug","Classification","0","0","Drug","SPL"
"","42810428","4ea52814-9a61-4e3a-8426-f1e46d675437","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [azactam]","Prescription Drug","Classification","0","0","Drug","SPL"
"","45623178","a5fce801-f057-467e-ac01-a2966f9c76dd","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [azactam]","Prescription Drug","Classification","0","0","Drug","SPL"
"","45897625","e8fb3eb8-39ee-43dc-b0dc-21f79f9b1d3f","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","Prescription Drug","Classification","0","0","Drug","SPL"
"","45792656","8b9fb753-74fe-4e7c-8532-ba985db52454","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","Prescription Drug","Classification","0","0","Drug","SPL"
"","46325326","4c742a5c-0d12-44f5-bae7-c6b083a3fe22","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","Prescription Drug","Classification","0","0","Drug","SPL"
"","45800385","d84afe3b-ca13-44cf-b0de-410165d07149","aztreonam 1g/1 / 2g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","Prescription Drug","Classification","0","0","Drug","SPL"
"","45013326","063323401","AZTREONAM 1 g/1 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Aztreonam]","9-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45366472","000032560","aztreonam 1g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION","9-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45190655","551541054","aztreonam 1g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [azactam]","9-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45846707","633230401","aztreonam 1g/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","9-digit NDC","Non-Standard","0","0","Drug","NDC"
"","42817471","7d3fca83-3050-43ac-a343-0a32039361b4","aztreonam 1g/50mL / 2g/50mL INTRAVENOUS INJECTION, SOLUTION [azactam]","Prescription Drug","Classification","0","0","Drug","SPL"
"","45649549","66c3b04a-c7ec-4784-a515-2f5601c648ba","aztreonam 1g/50mL / 2g/50mL INTRAVENOUS INJECTION, SOLUTION [azactam]","Prescription Drug","Classification","0","0","Drug","SPL"
"","45349520","000032230","aztreonam 1g/50mL INTRAVENOUS INJECTION, SOLUTION","9-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45414603","727","aztreonam 1 g/50 mL intravenous solution","Multum","Non-Standard","0","0","Drug","Multum"
"","45412163","729","Aztreonam, 1 g injectable powder for injection","Multum","Non-Standard","0","0","Drug","Multum"
"","42546876","MTHU001391","AZTREONAM 1GM/VIL INJ","VA Product","Non-Standard","0","0","Drug","VA Product"
"","42557992","4002038","AZTREONAM 1GM/VIL INJ","VA Product","Non-Standard","0","0","Drug","VA Product"
"","42854524","N0000150213","AZTREONAM 1GM/VIL INJ","VA Product","Non-Standard","0","0","Drug","VA Product"
"","4282427","4002039","AZTREONAM 1GM/VIL INJ","VA Product","Non-Standard","0","0","Drug","VA Product"
"","43078228","2003070","aztreonam 1g powder for solution for injection","Clinical Drug","Non-Standard","0","0","Drug","Multilex"
"","37800095","60203020","Aztreonam 1g powder for solution for injection vials","Gemscript","Non-Standard","0","0","Drug","Gemscript"
"","37889162","96929997","Aztreonam 1g powder for solution for injection vials","Gemscript THIN","Non-Standard","0","0","Drug","Gemscript"
"","37889152","96927997","Aztreonam 1g powder for solution for injection vials","Gemscript THIN","Non-Standard","0","0","Drug","Gemscript"
"","4206045","323961007","Aztreonam 1g powder for solution for injection vials","Pharma/Biol Product","Non-Standard","0","0","Drug","SNOMED"
"","46098812","4343211000001100","Aztreonam 1g powder for solution for injection vials 1 vial","Pharma/Biol Product","Non-Standard","0","0","Drug","SNOMED"
"","40013092","350570","Aztreonam 1 MG","Clinical Drug Comp","Non-Standard","0","0","Drug","RxNorm"
"","40013093","349247","Aztreonam 1 MG Injectable Solution","Clinical Drug","Non-Standard","0","0","Drug","RxNorm"
"","41235899","OMOP2433861","Aztreonam 2000 MG [Dynabiotic]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41118894","OMOP2316856","Aztreonam 2000 MG Injectable Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","40880981","OMOP2078943","Aztreonam 2000 MG Injectable Solution [Azactam]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","35754451","OMOP2755912","Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","35751557","OMOP2753018","Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","40912029","OMOP2109991","Aztreonam 2000 MG Injectable Solution [Azactam] Box of 5","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40849763","OMOP2047725","Aztreonam 2000 MG Injectable Solution [Azactam] Box of 500","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","35743229","OMOP2744690","Aztreonam 2000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","35749824","OMOP2751285","Aztreonam 2000 MG Injectable Solution Box of 1","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41024875","OMOP2222837","Aztreonam 2000 MG Injectable Solution Box of 5","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41024874","OMOP2222836","Aztreonam 2000 MG Injectable Solution Box of 500","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41193329","OMOP2391291","Aztreonam 2000 MG Injectable Solution [Dynabiotic]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41056135","OMOP2254097","Aztreonam 2000 MG Injectable Suspension","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","40880983","OMOP2078945","Aztreonam 2000 MG Injectable Suspension [Dynabiotic]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","46253412","63323040230","Aztreonam 2000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45865754","63323040224","Aztreonam 2000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45262139","63323040220","Aztreonam 2000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45071868","55390017810","Aztreonam 2000 MG Injection","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","44906514","00003224011","Aztreonam 2000 MG Injection [Azactam]","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","45178549","00003257016","Aztreonam 2000 MG Injection [Azactam]","11-digit NDC","Non-Standard","0","0","Drug","NDC"
"","21132852","OMOP398512","Aztreonam 2000 MG Injection [Azactam] Box of 1","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","21172299","OMOP398513","Aztreonam 2000 MG Injection [Azactam] Box of 1 by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","21093664","OMOP398510","Aztreonam 2000 MG Injection [Azactam] by Bristol Myers Squibb","Marketed Product","Standard","0","0","Drug","RxNorm Extension"
"","21142792","OMOP398509","Aztreonam 2000 MG Injection Box of 1","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41139861","OMOP2337823","Aztreonam 200 MG/ML","Clinical Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","40861143","OMOP2059105","Aztreonam 200 MG/ML [Azactam]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41266817","OMOP2464779","Aztreonam 200 MG/ML [Dynabiotic]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","41274658","OMOP2472620","Aztreonam 200 MG/ML Injectable Solution","Clinical Drug","Standard","0","0","Drug","RxNorm Extension"
"","40912032","OMOP2109994","Aztreonam 200 MG/ML Injectable Solution [Azactam]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","41224350","OMOP2422312","Aztreonam 200 MG/ML Injectable Solution [Azactam] Box of 5","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41162133","OMOP2360095","Aztreonam 200 MG/ML Injectable Solution [Azactam] Box of 500","Branded Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40900220","OMOP2098182","Aztreonam 200 MG/ML Injectable Solution Box of 5","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","40993871","OMOP2191833","Aztreonam 200 MG/ML Injectable Solution Box of 500","Clinical Drug Box","Standard","0","0","Drug","RxNorm Extension"
"","41067922","OMOP2265884","Aztreonam 200 MG/ML Injectable Solution [Dynabiotic]","Branded Drug","Standard","0","0","Drug","RxNorm Extension"
"","1715144","315452","Aztreonam 20 MG/ML","Clinical Drug Comp","Non-Standard","0","0","Drug","RxNorm"
"","41202467","OMOP2400429","Aztreonam 20 MG/ML","Clinical Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","40954658","OMOP2152620","Aztreonam 20 MG/ML [Azactam]","Branded Drug Comp","Standard","0","0","Drug","RxNorm Extension"
"","19042988","573465","Aztreonam 20 MG/ML [Azactam]","Branded Drug Comp","Non-Standard","0","0","Drug","RxNorm"
